Agenise	Agenize
aggrandize	embroider	pad	lard	embellish	aggrandise	blow_up	dramatize	dramatise
aggravate	exacerbate	exasperate
aggravate	worsen	exacerbate	exasperate
aggregate	combine
aggress	attack
aggrieve	grieve
aggroup	group
agitate	crusade	fight	press	campaign	push
agitate	foment	stir_up
agitate	rouse	turn_on	charge	commove	excite	charge_up
agitate	shake
agitate	stir	shift	budge
agitate	vex	disturb	commove	shake_up	stir_up	raise_up
agnise	recognize	recognise	realize	realise	agnize
agnize	recognize	recognise	realize	realise	agnise
agonise	agonize
agonize	agonise
agree	harmonize	harmonise	consort	accord	concord	fit_in
agree	hold	concur	concord
agree	match	fit	correspond	check	jibe	gibe	tally
aid	help
aid	help	assist
ail	trouble	pain
aim	calculate	direct
aim	draw_a_bead_on	aspire	shoot_for
aim	drive	get
aim	purpose	purport	propose
aim	take	train	take_aim	direct
aim	target	place	direct	point
air	air_out	aerate
air	publicize	publicise	bare
air	send	broadcast	beam	transmit
air	vent	ventilate	air_out
air-condition	air-cool
air-cool	air-condition
air-freight	air-ship	airfreight
air-ship	airfreight	air-freight
air_out	air	aerate
air_out	vent	ventilate	air
airfreight	air-ship	air-freight
airlift	lift
airt	redirect
alarm	alert
alarm	dismay	appal	appall	horrify
alchemise	alchemize
alchemize	alchemise
alcoholise	alcoholize
alcoholize	alcoholise
alert	alarm
alien	alienate
alien	estrange	alienate	disaffect
alienate	alien
alienate	estrange	alien	disaffect
alight	climb_down
alight	light	perch
align	aline	line_up	adjust
align	array
align	ordinate	coordinate
aliment	nutrify	nourish
aline	align	line_up	adjust
alkalify	alkalize	alkalise	basify
alkalinise	alkalinize
alkalinize	alkalinise
alkalise	alkalize	alkalify	basify
alkalize	alkalise	alkalify	basify
allay	quench	slake	assuage
allay	still	relieve	ease
allege	aver	say
allegorise	allegorize
allegorize	allegorise
alleviate	facilitate	ease
alleviate	relieve	palliate	assuage
allocate	apportion
allot	accord	grant
allot	assign	portion
allot	distribute	administer	mete_out	deal	parcel_out	lot	dispense	shell_out	deal_out	dish_out	dole_out
allow	admit
allow	appropriate	earmark	set_aside	reserve
allow	give_up
allow	grant
allow	leave	allow_for	provide
allow	let	permit
allow	permit	let	countenance
allow	permit	tolerate
allow	take_into_account
allow_for	leave	allow	provide
allow_in	admit	let_in	intromit
alloy	debase
allude	touch	advert
allure	tempt
alphabetise	alphabetize
alphabetize	alphabetise
alter	change	modify
alter	change	vary
alter	interpolate	falsify
alter	neuter	spay	castrate
altercate	quarrel	dispute	scrap	argufy
alternate	interchange	tack	switch	flip	flip-flop
alternate	jump
alternate	take_turns
alternate	understudy
aluminise	aluminize
aluminize	aluminise
amalgamate	mix	mingle	commix	unify
amass	accumulate	cumulate	conglomerate	pile_up	gather
amass	roll_up	collect	accumulate	pile_up	compile	hoard
amaze	astonish	astound
amaze	perplex	vex	stick	get	puzzle	mystify	baffle	beat	pose	bewilder	flummox	stupefy	nonplus	gravel	dumbfound
amble	mosey
ambuscade	ambush	scupper	bushwhack	waylay	lurk	lie_in_wait
ambush	scupper	bushwhack	waylay	lurk	ambuscade	lie_in_wait
ambush	still-hunt
ameliorate	better	improve	amend	meliorate
ameliorate	better	improve	meliorate
amend	better	improve	ameliorate	meliorate
amend	rectify	remediate	remedy	repair
amortise	amortize
amortize	amortise
amount	come	add_up
amount	total	number	add_up	come
amplify	inflate	blow_up	expand
amplify	magnify
amplify	overstate	exaggerate	overdraw	hyperbolize	hyperbolise	magnify
amputate	cut_off
amuse	divert	disport
anaesthetise	anesthetize	anaesthetize	anesthetise	put_under	put_out
anaesthetize	anesthetize	anesthetise	anaesthetise	put_under	put_out
anagram	anagrammatize	anagrammatise
anagrammatise	anagram	anagrammatize
anagrammatize	anagram	anagrammatise
analogise	analogize
analogize	analogise
analyse	analyze
analyse	analyze	break_down	dissect	take_apart
analyse	analyze	psychoanalyze	psychoanalyse
analyse	analyze	study	examine	canvass	canvas
analyze	analyse
analyze	analyse	break_down	dissect	take_apart
analyze	analyse	psychoanalyze	psychoanalyse
analyze	analyse	study	examine	canvass	canvas
anastomose	inosculate
anathematise	accurse	execrate	anathemize	comminate	anathemise	anathematize
anathematize	accurse	execrate	anathemize	comminate	anathemise	anathematise
anathemise	accurse	execrate	anathemize	comminate	anathematize	anathematise
anathemise	curse	beshrew	damn	bedamn	anathemize	imprecate	maledict
anathemize	accurse	execrate	comminate	anathemise	anathematize	anathematise
anathemize	curse	beshrew	damn	bedamn	anathemise	imprecate	maledict
anatomise	anatomize
anatomize	anatomise
anchor	cast_anchor	drop_anchor
anchor	ground
ancylose	ankylose
anele	anoint	inunct	oil	embrocate
anesthetise	anesthetize	anaesthetize	anaesthetise	put_under	put_out
anesthetize	anaesthetize	anesthetise	anaesthetise	put_under	put_out
anger	see_red
angle	fish
angle	lean	tilt	tip	slant
angle	slant	weight
anglicise	anglicize
anglicize	anglicise
anguish	pain	hurt
animadvert	opine	speak_up	speak_out	sound_off
animalise	animalize
animalise	brutalize	brutalise	animalize
animalize	animalise
animalize	brutalize	brutalise	animalise
animate	animize	animise
animate	enliven	liven	liven_up	invigorate
animate	inspire	invigorate	enliven	exalt
animate	recreate	reanimate	revive	renovate	repair	quicken	vivify	revivify
animise	animize	animate
animize	animise	animate
ankylose	ancylose
anneal	temper	normalize
annihilate	eliminate	extinguish	eradicate	wipe_out	decimate	carry_off
annotate	footnote
annotate	gloss	comment
announce	annunciate	harbinger	foretell	herald
announce	declare
announce	denote
annoy	rag	get_to	bother	get_at	irritate	rile	nark	nettle	gravel	vex	chafe	devil
annul	invalidate	quash	void	avoid	nullify
annul	revoke	lift	countermand	reverse	repeal	overturn	rescind	vacate
annunciate	announce	harbinger	foretell	herald
anodise	anodize
anodize	anodise
anoint	inunct	oil	anele	embrocate
answer	reply	respond
answer	resolve
answer	suffice	do	serve
answer_for	account
antagonise	antagonize
antagonise	antagonize	counteract
antagonize	antagonise
antagonize	antagonise	counteract
ante_up	pay_up	pay
antecede	predate	precede	forego	forgo	antedate
antedate	predate	foredate
antedate	predate	precede	forego	forgo	antecede
anthologise	anthologize
anthologize	anthologise
anthropomorphise	anthropomorphize
anthropomorphize	anthropomorphise
antic	clown	clown_around
anticipate	expect
anticipate	foresee	forestall	counter
anticipate	look_for	look_to
anticipate	predict	foretell	prognosticate	call	forebode	promise
anticipate	previse	foreknow	foresee
antiquate	antique
antique	antiquate
ape	caricature
aphorise	aphorize
aphorize	aphorise
apologise	apologize
apologise	apologize	excuse	justify	rationalize	rationalise
apologize	apologise
apologize	apologise	excuse	justify	rationalize	rationalise
apostatise	apostatize	tergiversate
apostatize	apostatise	tergiversate
apostrophise	apostrophize
apostrophize	apostrophise
apotheose	apotheosize	apotheosise
apotheosise	apotheosize	apotheose
apotheosize	apotheosise	apotheose
appal	dismay	alarm	appall	horrify
appal	shock	offend	scandalize	scandalise	appall	outrage
appall	dismay	alarm	appal	horrify
appall	shock	offend	scandalize	scandalise	appal	outrage
apparel	dress	clothe	enclothe	garb	raiment	tog	garment	habilitate	fit_out
appeal	attract
appeal	invoke
appear	come_along
appear	come_out
appear	look	seem
appear	seem
appease	pacify	lenify	conciliate	assuage	mollify	placate	gentle	gruntle
appease	propitiate
appease	quell	stay
append	add	supply
append	add_on	supplement	affix
append	tag_on	tack_on	tack	hang_on
appertain	pertain
applaud	clap	spat	acclaim
apply	enforce	implement
apply	give
apply	hold	go_for
apply	lend_oneself
apply	practice	use
apply	put_on
apply	use	utilize	utilise	employ
appoint	charge
appoint	name	nominate	constitute
apportion	allocate
apportion	share	divvy_up	portion_out	deal
appraise	measure	evaluate	valuate	assess	value
appraise	survey
appreciate	apprize	apprise
appreciate	apprize	apprise	revalue
appreciate	prize	value	treasure
appreciate	take_account
apprehend	collar	nail	arrest	pick_up	nab	cop
apprehend	grok	get_the_picture	comprehend	savvy	dig	grasp	compass
apprehend	quail_at
apprise	advise	notify	give_notice	send_word	apprize
apprise	appreciate	apprize
apprise	appreciate	apprize	revalue
apprise	instruct	apprize
apprize	advise	notify	give_notice	send_word	apprise
apprize	appreciate	apprise
apprize	appreciate	apprise	revalue
apprize	instruct	apprise
approach	border_on
approach	come_near
approach	near	come_on	go_up	draw_near	draw_close	come_near
approach	set_about	go_about
appropriate	allow	earmark	set_aside	reserve
appropriate	capture	seize	conquer
approve	O.K.	okay	sanction
approximate	come_close
approximate	estimate	gauge	guess	judge
arbitrate	intercede	mediate	intermediate	liaise
arborise	arborize
arborize	arborise
arc	arch	curve
arch	curve	arc
arch_over	overarch
archaise	archaize
archaize	archaise
archive	file_away
argue	contend	debate	fence
argue	indicate
argue	reason
argufy	quarrel	dispute	scrap	altercate
arise	come_up
arise	come_up	bob_up
arise	get_up	turn_out	uprise	rise
arise	originate	rise	develop	uprise	spring_up	grow
arise	rebel	rise	rise_up
arise	rise	lift	move_up	go_up	come_up	uprise
arise	rise	uprise	get_up	stand_up
arm	build_up	fortify	gird
armor	armour
armour	armor
aromatise	perfume	aromatize
aromatize	perfume	aromatise
arouse	awaken	wake	waken	rouse	wake_up
arouse	elicit	enkindle	kindle	evoke	fire	raise	provoke
arouse	raise	conjure	conjure_up	invoke	evoke	stir	call_down	bring_up	put_forward	call_forth
arouse	sex	excite	turn_on	wind_up
arouse	stimulate	brace	energize	energise	perk_up
arouse	stir
arouse	wake_up	awake	awaken	wake	come_alive	waken
arrange	dress	set	do	coif	coiffe	coiffure
arrange	fix_up
arrange	format
arrange	set
arrange	set_up
arrange	set_up	put	order
arrange	stage
array	align
array	range	lay_out	set_out
arrest	catch	get
arrest	check	turn_back	stop	contain	hold_back
arrest	collar	nail	apprehend	pick_up	nab	cop
arrest	halt	hold
arrive	get	come
arrive	make_it	get_in	go_far
arrive_at	reach	make	attain	hit	gain
arrogate	assign
arrogate	assume	usurp	seize	take_over
arrogate	claim	lay_claim
arse_about	bum	bum_around	bum_about	arse_around	fuck_off	loaf	frig_around	waste_one's_time	lounge_around	loll	loll_around	lounge_about
arse_around	bum	bum_around	bum_about	arse_about	fuck_off	loaf	frig_around	waste_one's_time	lounge_around	loll	loll_around	lounge_about
arse_around	horse_around	fool_around	fool
arterialise	arterialize
arterialize	arterialise
articulate	enunciate	vocalize	vocalise
articulate	give_voice	formulate	word	phrase
articulate	joint
articulate	pronounce	enounce	sound_out	enunciate	say
ascend	climb_up
ascend	go_up
ascend	move_up	rise
ascend	rise	come_up	uprise
ascertain	determine	check	find_out	see	watch	learn
ascertain	determine	find	find_out
ascertain	see	check	insure	see_to_it	ensure	control	assure
ascribe	impute	assign	attribute
ask	inquire	enquire
ask	necessitate	postulate	need	require	take	involve	call_for	demand
ask	require	expect
ask_for	invite
ask_for_it	ask_for_trouble
ask_for_trouble	ask_for_it
ask_in	invite
ask_out	invite_out	take_out
ask_over	invite	ask_round
ask_round	invite	ask_over
asperse	defame	slander	smirch	denigrate	calumniate	smear	sully	besmirch
asphyxiate	smother	suffocate
asphyxiate	suffocate	stifle
asphyxiate	suffocate	stifle	choke
aspirate	draw_out	suck_out
aspire	draw_a_bead_on	aim	shoot_for
assail	assault	set_on	attack
assail	attack
assail	attack	round	lash_out	snipe	assault
assault	assail	set_on	attack
assault	attack	round	assail	lash_out	snipe
assault	rape	ravish	violate	dishonor	dishonour	outrage
assay	try	seek	attempt	essay
assemble	gather	get_together
assemble	meet	gather	forgather	foregather
assemble	piece	put_together	set_up	tack	tack_together
assent	accede	acquiesce
assert	affirm	verify	avow	aver	swan	swear
assert	asseverate	maintain
assert	insist
assert	put_forward
assess	measure	evaluate	valuate	appraise	value
assess	tax
asseverate	assert	maintain
assign	allot	portion
assign	arrogate
assign	attribute
assign	delegate	designate	depute
assign	impute	ascribe	attribute
assign	put
assign	specify	set_apart
assimilate	absorb	ingest	take_in
assimilate	imbibe
assist	help	aid
assist	serve	attend_to	wait_on	attend
associate	consociate
associate	consort	affiliate	assort
associate	tie_in	relate	link	colligate	link_up	connect
assoil	acquit	clear	discharge	exonerate	exculpate
assort	classify	class	sort	sort_out	separate
assort	consort	associate	affiliate
assuage	pacify	lenify	conciliate	appease	mollify	placate	gentle	gruntle
assuage	quench	slake	allay
assuage	relieve	alleviate	palliate
assume	acquire	adopt	take_on	take
assume	adopt	take_on	take_over
assume	bear	take_over	accept
assume	presume	take_for_granted
assume	simulate	sham	feign
assume	take	strike	take_up
assume	usurp	seize	take_over	arrogate
assume	wear	put_on	get_into	don
assure	guarantee	ensure	insure	secure
assure	promise
assure	reassure
assure	see	check	insure	see_to_it	ensure	control	ascertain
assure	tell
asterisk	star
astonish	amaze	astound
astound	amaze	astonish
atom-bomb	nuke
atomise	atomize
atomise	nuke	atomize	zap
atomize	atomise
atomize	nuke	atomise	zap
atone	expiate	aby	abye
atone	repent
attach	bind	tie	bond
attach	impound	sequester	confiscate	seize
attach_to	accompany	come_with	go_with
attach_to	inhere_in
attack	aggress
attack	assail
attack	assail	assault	set_on
attack	round	assail	lash_out	snipe	assault
attain	achieve	accomplish	reach
attain	fall_upon	strike	come_upon	light_upon	chance_upon	come_across	chance_on	happen_upon	discover
attain	reach	hit
attain	reach	make	hit	arrive_at	gain
attaint	dishonor	disgrace	dishonour	shame
attempt	try	seek	essay	assay
attempt	undertake	set_about
attend	go_to
attend	hang	advert	pay_heed	give_ear
attend	serve	attend_to	wait_on	assist
attend	take_care	look	see
attend_to	serve	wait_on	attend	assist
attend_to	take_to_heart
attenuate	rarefy
attest	certify	manifest	demonstrate	evidence
attest	testify	take_the_stand	bear_witness
attire	overdress	dress_up	fig_out	fig_up	deck_up	gussy_up	fancy_up	trick_up	deck_out	trick_out	prink	get_up	rig_out	tog_up	tog_out
attitudinise	attitudinize
attitudinize	attitudinise
attract	appeal
attract	pull	pull_in	draw	draw_in
attribute	assign
attribute	impute	ascribe	assign
auction	auction_off	auctioneer
auction_off	auction	auctioneer
auctioneer	auction	auction_off
audit	scrutinize	scrutinise	inspect
audition	try_out
augur	bode	portend	auspicate	prognosticate	omen	presage	betoken	foreshadow	foretell	prefigure	forecast	predict
auspicate	bode	portend	prognosticate	omen	presage	betoken	foreshadow	augur	foretell	prefigure	forecast	predict
authorise	authorize	pass	clear
authorise	empower	authorize
authorize	authorise	pass	clear
authorize	empower	authorise
autograph	inscribe
automate	automatize	automatise
automatise	automatize
automatise	automatize	automate
automatize	automatise
automatize	automatise	automate
autotomise	autotomize
autotomize	autotomise
avail	help
avalanche	roll_down
avenge	revenge	retaliate
aver	affirm	verify	assert	avow	swan	swear
aver	allege	say
average	average_out
average_out	average
avert	debar	forefend	forfend	obviate	deflect	head_off	stave_off	fend_off	avoid	ward_off
avert	turn_away
avianise	avianize
avianize	avianise
aviate	fly	pilot
avoid	debar	forefend	forfend	obviate	deflect	avert	head_off	stave_off	fend_off	ward_off
avoid	invalidate	annul	quash	void	nullify
avoid	keep_off
avouch	avow
avow	affirm	verify	assert	aver	swan	swear
avow	avouch
await	expect	look	wait
awake	wake_up	arouse	awaken	wake	come_alive	waken
awaken	wake	waken	rouse	wake_up	arouse
awaken	wake_up	awake	arouse	wake	come_alive	waken
award	grant
award	present
ax	axe
axe	ax
baa	bleat	blate	blat
babble	blather	smatter	blether	blither
babble	ripple	guggle	burble	bubble	gurgle
babble	spill_the_beans	let_the_cat_out_of_the_bag	talk	tattle	blab	peach	sing	babble_out	blab_out
babble_out	spill_the_beans	let_the_cat_out_of_the_bag	talk	tattle	blab	peach	babble	sing	blab_out
baby	pamper	featherbed	cosset	cocker	coddle	mollycoddle	spoil	indulge
baby-sit	sit
bach	bachelor
bachelor	bach
back	back_up
back	bet_on	gage	stake	game	punt
back	endorse	indorse	plump_for	plunk_for	support
back	second	endorse	indorse
back_away	retreat	pull_back	back_out	crawfish	crawfish_out	pull_in_one's_horns	withdraw
back_down	back_up	back_off
back_down	chicken_out	back_off	pull_out	bow_out
back_off	back_up	back_down
back_off	chicken_out	pull_out	back_down	bow_out
back_out	retreat	pull_back	back_away	crawfish	crawfish_out	pull_in_one's_horns	withdraw
back_up	back
back_up	back_off	back_down
back_up	clog	choke_off	clog_up	congest	choke	foul
back_up	support
backbite	bitch
backfire	backlash	recoil
background	play_down	downplay
backlash	backfire	recoil
backpack	pack
backslide	lapse
backtrack	turn_back	double_back
bacterise	bacterize
bacterize	bacterise
badger	tease	pester	bug	beleaguer
badmouth	malign	traduce	drag_through_the_mud
baffle	perplex	vex	stick	get	puzzle	mystify	beat	pose	bewilder	flummox	stupefy	nonplus	gravel	amaze	dumbfound
baffle	regulate
baffle	thwart	queer	spoil	scotch	foil	cross	frustrate	bilk
bag	bulge
bag	pocket
bail_out	bale_out
bait	tease	razz	rag	cod	tantalize	tantalise	taunt	twit	rally	ride
bake	broil
balance	equilibrate	equilibrize	equilibrise
balance	poise
bale_out	bail_out
balk	resist	baulk	jib
ball_over	shock	floor	blow_out_of_the_water	take_aback
ball_up	botch	bodge	bumble	fumble	botch_up	muff	blow	flub	screw_up	spoil	muck_up	bungle	fluff	bollix	bollix_up	bollocks	bollocks_up	bobble	mishandle	louse_up	foul_up	mess_up	fuck_up
balloon	inflate	billow
ballyrag	strong-arm	bully	browbeat	bullyrag	boss_around	hector	push_around
bamboozle	snow	hoodwink	pull_the_wool_over_someone's_eyes	lead_by_the_nose	play_false
ban	banish
ban	banish	ostracize	ostracise	shun	cast_out	blackball
ban	censor
band	ring
band_oneself	league_together
band_together	confederate
bandage	bind
bandy	kick_around
bang	slam
bang	sleep_together	roll_in_the_hay	love	make_out	make_love	sleep_with	get_laid	have_sex	know	do_it	be_intimate	have_intercourse	have_it_away	have_it_off	screw	fuck	jazz	eff	hump	lie_with	bed	have_a_go_at_it	get_it_on	bonk
bang	spang
bang_up	impregnate	knock_up	prang_up
bang_up	smash_up	smash
banish	ban
banish	ban	ostracize	ostracise	shun	cast_out	blackball
banish	relegate	bar
bank	deposit
bank	trust	swear	rely
bankrupt	ruin	break	smash
banquet	feast	junket
banter	kid	chaff	jolly	josh
baptise	baptize	christen
baptize	baptise	christen
bar	banish	relegate
bar	barricade	block	blockade	stop	block_off	block_up
bar	debar	exclude
bar_hop	pub-crawl
barbarise	barbarize
barbarize	barbarise
barbecue	barbeque	cook_out
barbeque	barbecue	cook_out
bard	caparison	barde	dress_up
barde	caparison	bard	dress_up
bare	denude	denudate	strip
bare	publicize	publicise	air
barf	vomit	vomit_up	purge	cast	sick	cat	be_sick	disgorge	regorge	retch	puke	spew	spue	chuck	upchuck	honk	regurgitate	throw_up
bargain	dicker
bargain_down	beat_down
barge	thrust_ahead	push_forward
barge_in	chime_in	cut_in	put_in	butt_in	chisel_in	break_in
barge_in	crash	gate-crash
bark	skin
baronetise	baronetize
baronetize	baronetise
barrack	cheer	root_on	inspire	urge	urge_on	exhort	pep_up
barrack	jeer	scoff	flout	gibe
barrage	bombard
barricade	barricado
barricade	block	blockade	stop	block_off	block_up	bar
barricado	barricade
base	establish	ground	found
base	free-base
bash	sock	bop	whop	whap	bonk
basify	alkalize	alkalise	alkalify
bask	enjoy	relish	savor	savour
basset	crop_out
bastardise	bastardize
bastardize	bastardise
baste	clobber	batter
baste	tack
bat	cream	clobber	drub	thrash	lick
bat	flutter
bath	bathe
bathe	bath
batten	batten_down	secure
batten_down	batten	secure
batter	buffet	knock_about
batter	clobber	baste
batter	dinge
battle	combat
baulk	resist	balk	jib
bawl	bellow
bawl	yawp
